feature_A,feature_B,feature_C,feature_D,feature_E,feature_F,feature_G,feature_H,feature_I,feature_J,feature_K,feature_L,feature_M,feature_M,feature_O,feature_P,feature_Q,feature_R,feature_S,feature_T,feature_U,feature_V
2022-12-14T13:00:00,29.1,32.9,23.2,70.54,1.3,95.2,rain,0,0,13.3,7.6,114.7,1009,98.8,22.6,538,1.9,5,30,"Rain, Overcast",rain
2022-12-14T14:00:00,27.6,31.2,24.1,81.27,1.2,95.2,rain,0,0,9.7,6.1,154.1,1008,100,18.3,175,0.6,2,30,"Rain, Overcast",rain
2022-12-14T15:00:00,26.7,26.7,23.8,84.14,1.3,100,rain,0,0,7.2,5.4,143.8,1007,58.9,7.2,119,0.4,1,30,"Rain, Partially cloudy",rain
2022-12-14T16:00:00,27.7,30.9,23.3,76.99,1.8,100,rain,0,0,6.5,4.3,131.6,1007,89.5,5.2,454,1.6,5,30,"Rain, Partially cloudy",rain
2022-12-14T17:00:00,26.7,26.7,23.7,83.64,1.9,100,rain,0,0,3.2,2.9,134.8,1006,100,18.3,146,0.5,1,30,"Rain, Overcast",rain
2022-12-14T18:00:00,25.9,25.9,23.2,85.08,0.5,100,rain,0,0,2.9,2.5,86.4,1006,100,17.9,24,0.1,0,10,"Rain, Overcast",rain
2022-12-14T19:00:00,25.3,25.3,22.8,86.06,1.6,100,rain,0,0,2.9,2.9,115.4,1007,100,5.4,14,0.1,0,10,"Rain, Overcast",rain
2022-12-14T20:00:00,25,25,22.6,86.55,1.9,100,rain,0,0,2.2,2.2,107.9,1008,100,5.5,0,,0,10,"Rain, Overcast",rain
2022-12-14T21:00:00,25.1,25.1,22.5,85.52,1.6,85.7,rain,0,0,2.5,2.5,102.4,1009,100,5.9,0,,0,10,"Rain, Overcast",rain
2022-12-14T22:00:00,24.9,24.9,22.4,86.02,1.7,85.7,rain,0,0,3.2,2.9,140.1,1010,100,7.1,0,,0,10,"Rain, Overcast",rain
2022-12-14T23:00:00,24.6,24.6,22.3,87.04,1.3,85.7,rain,0,0,4,2.9,161.1,1010,100,9.2,0,,0,10,"Rain, Overcast",rain
2022-12-15T00:00:00,26.8,29.7,24,84.39,0,0,,0,0,5,5.1,106.1,1010,26.8,9.9,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-15T01:00:00,25.8,25.8,23.9,89.13,0.3,100,rain,0,0,5,2.1,97.3,1009,26.8,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-15T02:00:00,25.8,25.8,23,84.29,0.2,100,rain,0,0,4.7,3.9,130,1009,25,10,0,,0,10,"Rain, Partially cloudy",rain
2022-12-15T03:00:00,25.8,25.8,23,84.29,0.6,100,rain,0,0,2.5,1.9,130.8,1008.9,26.8,10,0,,0,10,"Rain, Partially cloudy",rain
2022-12-15T04:00:00,24.9,24.9,23,89.06,1.2,100,rain,0,0,6.8,5,0,1008.9,26.8,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-15T05:00:00,24.9,24.9,23,89.06,3.9,100,rain,0,0,5,0.3,0,1008.9,26.8,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-15T06:00:00,24.9,24.9,23,89.06,1.1,100,rain,0,0,9.7,5,0,1008,26.8,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-15T07:00:00,24.9,24.9,23,89.46,0,0,,0,0,4,5.4,51.4,1008.9,25,9.9,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-15T08:00:00,25,25,23,89.07,0.1,0,rain,0,0,4.7,4,60.1,1008.9,25,9.9,7,0,0,10,Partially cloudy,partly-cloudy-day
2022-12-15T09:00:00,25.2,25.2,22.4,84.49,0.8,81,rain,0,0,2.5,1.4,74.3,1009,100,23.7,134,0.5,1,10,"Rain, Overcast",rain
2022-12-15T10:00:00,25.8,25.8,22.5,82.03,0.6,81,rain,0,0,2.9,1.4,67.2,1010,100,23.7,180,0.6,2,10,"Rain, Overcast",rain
2022-12-15T11:00:00,25.5,25.5,22.7,84.52,0.1,81,rain,0,0,4.7,3.2,76.7,1010,100,24.1,99,0.4,1,10,"Rain, Overcast",rain
2022-12-15T12:00:00,25.9,25.9,22.7,82.54,0,81,rain,0,0,9,6.5,65.6,1009,100,24.1,206,0.7,2,10,"Rain, Overcast",rain
2022-12-15T13:00:00,26.1,26.1,22.5,80.59,0.2,81,rain,0,0,13,9.4,80,1009,100,24.1,289,1,3,10,"Rain, Overcast",rain
2022-12-15T14:00:00,26,26,22.5,81.06,0,81,rain,0,0,12.6,8.6,89.2,1007,100,24.1,300,1.1,3,10,"Rain, Overcast",rain
2022-12-15T15:00:00,25.5,25.5,22.5,83.5,0.1,66.7,rain,0,0,11.9,8.6,97.3,1006,100,24.1,170,0.6,2,10,"Rain, Overcast",rain
2022-12-15T16:00:00,24.7,24.7,22.4,87.05,0.1,66.7,rain,0,0,12.2,7.2,94.4,1006,100,22.3,70,0.3,1,10,"Rain, Overcast",rain
2022-12-15T17:00:00,24.5,24.5,22.3,87.56,0.1,66.7,rain,0,0,10.4,6.8,90.4,1006,100,24.1,39,0.1,0,10,"Rain, Overcast",rain
2022-12-15T18:00:00,24.3,24.3,22.3,88.62,0,66.7,rain,0,0,13.3,7.9,93.1,1006,100,24.1,36,0.1,0,10,"Rain, Overcast",rain
2022-12-15T19:00:00,23.9,23.9,22,89.13,0,66.7,rain,0,0,14.4,8.6,89,1007,100,24.1,9,0,0,10,"Rain, Overcast",rain
2022-12-15T20:00:00,23.7,23.7,21.7,88.57,0,66.7,rain,0,0,13,7.6,85.2,1007,100,24.1,0,,0,10,"Rain, Overcast",rain
2022-12-15T21:00:00,23.6,23.6,21.6,88.56,0,52.4,rain,0,0,13,7.9,78.9,1008,100,24.1,0,,0,10,"Rain, Overcast",rain
2022-12-15T22:00:00,23.4,23.4,21.3,88.01,0,52.4,rain,0,0,14,8.6,81.3,1009,99.1,24.1,0,,0,3,"Rain, Overcast",rain
2022-12-15T23:00:00,23.2,23.2,21.1,87.99,0,52.4,rain,0,0,12.6,8.3,76.9,1009,100,24.1,0,,0,3,"Rain, Overcast",rain
2022-12-16T00:00:00,25,25,24,94.19,0,0,,0,0,9,0,0,1006.9,25,9.1,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-16T01:00:00,25,25,24,94.19,0,0,,0,0,9.4,0.3,0,1007,25,8.1,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-16T02:00:00,25,25,24,94.19,0,0,,0,0,6.1,0,0,1006.9,26.8,8.1,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-16T03:00:00,25,25,23.9,93.78,0,0,,0,0,5,0.4,0,1006.9,26.8,8.1,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-16T04:00:00,25,25,23.9,93.78,0,0,,0,0,5,5.1,71.2,1006,26.8,8.1,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-16T05:00:00,25,25,23.9,93.78,0,0,,0,0,5,0.3,0,1005.9,26.8,8.1,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-16T06:00:00,24.9,24.9,23,89.06,0,0,,0,0,4,0.1,0,1006,26.8,8.1,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-16T07:00:00,24.9,24.9,23,89.06,0,0,,0,0,4.3,0.1,0,1006.9,26.8,8.1,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-16T08:00:00,24.9,24.9,23.9,94.19,0,0,,0,0,5.8,0,0,1007.9,25,8.1,32,0.1,0,3,Partially cloudy,partly-cloudy-day
2022-12-16T09:00:00,25.6,25.6,21.9,80.03,0,33.3,,0,0,6.8,4.7,78.2,1009,54.8,24.1,175,0.6,2,10,Partially cloudy,partly-cloudy-day
2022-12-16T10:00:00,27.4,29.7,22,72.41,0,33.3,,0,0,6.5,4.3,69.9,1009,68.3,24.1,422,1.5,4,10,Partially cloudy,partly-cloudy-day
2022-12-16T11:00:00,28.5,31.3,22.1,68.32,0,33.3,,0,0,4.7,1.4,56.3,1009,88.4,24.1,516,1.9,5,10,Partially cloudy,partly-cloudy-day
2022-12-16T12:00:00,29.8,33,22.1,63.37,0,33.3,,0,0,4.3,1.4,68.2,1008,94,24.1,685,2.5,7,10,Overcast,cloudy
2022-12-16T13:00:00,31.3,34.8,22,57.81,0,33.3,,0,0,5,2.2,131.4,1007,100,24.1,910,3.3,9,10,Overcast,cloudy
2022-12-16T14:00:00,31.8,35.2,21.7,55.17,0.1,33.3,rain,0,0,6.1,4.7,181.6,1006,97.3,24.1,877,3.2,9,30,Overcast,cloudy
2022-12-16T15:00:00,31.9,35.3,21.7,54.85,0.1,95.2,rain,0,0,7.9,7.2,178.3,1004,100,24.1,799,2.9,8,30,"Rain, Overcast",rain
2022-12-16T16:00:00,30.4,34.2,22.6,63.12,0.6,95.2,rain,0,0,8.3,10.1,151.4,1004,54.1,8.3,526,1.9,5,30,"Rain, Partially cloudy",rain
2022-12-16T17:00:00,28.5,32.1,23.3,73.48,1.2,95.2,rain,0,0,11.5,9.7,131.3,1004,76.1,5.5,336,1.2,3,30,"Rain, Partially cloudy",rain
2022-12-16T18:00:00,27.7,31.2,23.9,79.83,1.4,95.2,rain,0,0,7.9,4.7,118.7,1005,69.6,8.6,206,0.7,2,60,"Rain, Partially cloudy",rain
2022-12-16T19:00:00,26.6,26.6,23.4,82.62,0.5,95.2,rain,0,0,3.2,2.9,118.8,1006,82.3,24.1,71,0.3,1,30,"Rain, Partially cloudy",rain
2022-12-16T20:00:00,26,26,23.2,84.58,0,95.2,rain,0,0,3.6,3.6,95.9,1006,88.2,24.1,0,,0,30,"Rain, Partially cloudy",rain
2022-12-16T21:00:00,25.5,25.5,22.9,85.56,0,66.7,rain,0,0,4.7,4.7,92.4,1007,86,24.1,0,,0,30,"Rain, Partially cloudy",rain
2022-12-16T22:00:00,25,25,22.7,87.08,0.1,66.7,rain,0,0,5.4,5.8,99.1,1008,99.5,23.5,0,,0,10,"Rain, Overcast",rain
2022-12-16T23:00:00,24.5,24.5,22.4,88.1,0.4,66.7,rain,0,0,7.2,6.8,80.4,1008,100,24.1,0,,0,10,"Rain, Overcast",rain
2022-12-17T00:00:00,25.1,25.1,23.8,92.55,0.1,100,rain,0,0,8.3,0.8,4,1007,25,10,0,,0,10,"Rain, Partially cloudy",rain
2022-12-17T01:00:00,25.1,25.1,22.9,87.52,0,0,,0,0,10.1,2.1,100,1006.9,25,10,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-17T02:00:00,25.1,25.1,22.9,87.52,0,0,,0,0,9,0.3,0,1006.9,25,10,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-17T03:00:00,25,25,23.8,92.96,0,0,,0,0,7.9,2.1,250,1005.9,25,10,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-17T04:00:00,25.1,25.1,23.8,92.55,0,0,,0,0,7.6,4.3,30,1005.9,25,10,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-17T05:00:00,25.1,25.1,23.7,92.15,0.2,100,rain,0,0,7.6,4.3,40,1005.9,25,10,0,,0,3,"Rain, Partially cloudy",rain
2022-12-17T06:00:00,25.1,25.1,23.8,92.55,0.4,100,rain,0,0,8.6,4.4,20,1005.9,25,10,0,,0,3,"Rain, Partially cloudy",rain
2022-12-17T07:00:00,25,25,23,88.29,0.5,100,rain,0,0,8.3,7.4,310,1006,25,10,0,,0,3,"Rain, Partially cloudy",rain
2022-12-17T08:00:00,25,25,23,88.29,0.5,0,rain,0,0,10.4,6.8,75.5,1007,25,10,21,0.1,0,3,Partially cloudy,partly-cloudy-day
2022-12-17T09:00:00,24.8,24.8,22.3,86.01,0.1,85.7,rain,0,0,11.2,7.9,82.9,1008,71.2,24.1,159,0.6,2,10,"Rain, Partially cloudy",rain
2022-12-17T10:00:00,25.8,25.8,22.4,81.53,0,85.7,rain,0,0,10.8,7.2,85.3,1009,100,24.1,275,1,3,10,"Rain, Overcast",rain
2022-12-17T11:00:00,26.5,26.5,22.5,78.7,0,85.7,rain,0,0,11.9,7.6,73.4,1009,86.7,24.1,349,1.3,3,10,"Rain, Partially cloudy",rain
2022-12-17T12:00:00,26.8,29,22.5,77.32,0.1,85.7,rain,0,0,13,7.2,64.3,1008,97.5,24.1,322,1.2,3,10,"Rain, Overcast",rain
2022-12-17T13:00:00,27.2,29.6,22.5,75.53,0.2,85.7,rain,0,0,11.5,5.4,72.4,1007,94.7,24.1,268,1,3,10,"Rain, Overcast",rain
2022-12-17T14:00:00,27.7,30.5,22.6,73.8,0.1,85.7,rain,0,0,10.8,5,90.5,1007,88.3,24.1,280,1,3,30,"Rain, Partially cloudy",rain
2022-12-17T15:00:00,28.3,31.4,22.7,71.69,1.2,85.7,rain,0,0,12.2,6.1,82.2,1006,100,5.6,488,1.8,5,30,"Rain, Overcast",rain
2022-12-17T16:00:00,28.6,31.8,22.7,70.45,1.9,85.7,rain,0,0,11.5,5.4,43.5,1005,95.9,6,562,2,6,30,"Rain, Overcast",rain
2022-12-17T17:00:00,27.9,30.9,22.9,74.28,1.4,85.7,rain,0,0,7.9,5.4,343.3,1005,86.3,12,380,1.4,4,30,"Rain, Partially cloudy",rain
2022-12-17T18:00:00,27,29.8,23.7,82.17,0.2,85.7,rain,0,0,6.8,4.3,325.5,1005,76.6,24.1,187,0.7,2,30,"Rain, Partially cloudy",rain
2022-12-17T19:00:00,25.6,25.6,23.2,86.61,0,85.7,rain,0,0,4,2.2,317.4,1005,73.6,24.1,70,0.3,1,30,"Rain, Partially cloudy",rain
2022-12-17T20:00:00,24.9,24.9,22.8,88.13,0,85.7,rain,0,0,2.2,1.1,24.8,1006,61.2,24.1,0,,0,10,"Rain, Partially cloudy",rain
2022-12-17T21:00:00,24.6,24.6,22.6,88.64,0.1,57.1,rain,0,0,4.3,4.3,77.9,1007,63.3,24.1,0,,0,10,"Rain, Partially cloudy",rain
2022-12-17T22:00:00,24.5,24.5,22.3,87.56,0.1,57.1,rain,0,0,5.8,5.8,88,1008,80.6,24.1,0,,0,10,"Rain, Partially cloudy",rain
2022-12-17T23:00:00,24.3,24.3,22,87.01,0,57.1,rain,0,0,6.5,6.1,82.5,1008,84.1,24.1,0,,0,10,"Rain, Partially cloudy",rain
2022-12-18T00:00:00,25,25,24,93.78,1,100,rain,0,0,15.8,3.3,0,1008,25,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-18T01:00:00,25,25,24,94.19,0.8,100,rain,0,0,14.4,0.3,0,1008,25,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-18T02:00:00,25,25,24,93.78,0.7,100,rain,0,0,12.6,0.3,0,1007.9,25,9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-18T03:00:00,25,25,24,94.19,0.8,100,rain,0,0,10.1,3.6,67,1006.9,25,10,0,,0,10,"Rain, Partially cloudy",rain
2022-12-18T04:00:00,25,25,24,94.19,1.3,100,rain,0,0,5.4,5.3,107.9,1005.9,25,8.1,0,,0,10,"Rain, Partially cloudy",rain
2022-12-18T05:00:00,25,25,23.9,93.78,2.4,100,rain,0,0,6.8,1.7,0,1005.9,25,10,0,,0,10,"Rain, Partially cloudy",rain
2022-12-18T06:00:00,25,25,23.9,93.78,2.3,100,rain,0,0,4.7,0.3,0,1006,25,10,0,,0,10,"Rain, Partially cloudy",rain
2022-12-18T07:00:00,24.9,24.9,23.9,94.19,2.2,100,rain,0,0,3.6,0,0,1006,25,10,0,,0,10,"Rain, Partially cloudy",rain
2022-12-18T08:00:00,25,25,24,94.19,1.5,0,rain,0,0,5,0,0,1006.9,25,8.1,3,0,0,10,Partially cloudy,partly-cloudy-day
2022-12-18T09:00:00,23.2,23.2,22.4,95.26,0.5,100,rain,0,0,4.3,3.2,132.8,1008,100,17.2,29,0.1,0,10,"Rain, Overcast",rain
2022-12-18T10:00:00,23.7,23.7,22.6,93.56,0.2,100,rain,0,0,6.8,4.3,111.3,1009,100,24.1,74,0.3,1,10,"Rain, Overcast",rain
2022-12-18T11:00:00,24.4,24.4,22.7,90.26,0.1,100,rain,0,0,9,5,116.2,1008,100,24.1,108,0.4,1,10,"Rain, Overcast",rain
2022-12-18T12:00:00,25.1,25.1,22.8,87.09,0,100,rain,0,0,7.6,4.3,124.3,1008,100,24.1,171,0.6,2,10,"Rain, Overcast",rain
2022-12-18T13:00:00,25.4,25.4,23,86.59,0.8,100,rain,0,0,9,6.1,134.7,1007,100,10.6,208,0.7,2,10,"Rain, Overcast",rain
2022-12-18T14:00:00,25.5,25.5,23.1,86.6,1,100,rain,0,0,10.8,6.5,136.8,1006,97.6,12.1,191,0.7,2,10,"Rain, Overcast",rain
2022-12-18T15:00:00,26.1,26.1,23,83.07,1.2,100,rain,0,0,11.2,5.8,123.3,1005,93.3,11,216,0.8,2,10,"Rain, Overcast",rain
2022-12-18T16:00:00,26.6,26.6,23,80.65,1.3,100,rain,0,0,9,4,107.8,1005,97.6,11.1,241,0.9,2,10,"Rain, Overcast",rain
2022-12-18T17:00:00,26,26,23.3,85.09,1.2,100,rain,0,0,4.7,2.5,91.3,1005,80.7,7.5,120,0.4,1,10,"Rain, Partially cloudy",rain
2022-12-18T18:00:00,25.7,25.7,23.2,86.09,1.1,100,rain,0,0,2.9,2.2,62.3,1005,84,7.8,100,0.4,1,10,"Rain, Partially cloudy",rain
2022-12-18T19:00:00,24.6,24.6,22.5,88.11,0.9,100,rain,0,0,2.5,1.8,5.7,1006,99.9,8.2,54,0.2,1,10,"Rain, Overcast",rain
2022-12-18T20:00:00,24.2,24.2,22.4,89.7,1,100,rain,0,0,3.2,2.5,346.6,1007,99.4,19.3,0,,0,10,"Rain, Overcast",rain
2022-12-18T21:00:00,24.2,24.2,22.4,89.7,0.1,71.4,rain,0,0,4,4,63,1008,98.5,24.1,0,,0,10,"Rain, Overcast",rain
2022-12-18T22:00:00,24,24,22.4,90.78,0,71.4,rain,0,0,2.9,2.9,52.9,1008,96.1,24.1,0,,0,10,"Rain, Overcast",rain
2022-12-18T23:00:00,23.7,23.7,22.2,91.32,0.1,71.4,rain,0,0,6.5,6.1,95.5,1009,100,20.8,0,,0,10,"Rain, Overcast",rain
2022-12-19T00:00:00,25,25,24.8,99.13,0,0,,0,0,10.1,0,0,1008.9,25,8.1,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-19T01:00:00,25,25,24.8,99.13,0,0,,0,0,11.2,0,0,1007.9,25,9.9,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-19T02:00:00,25,25,24.8,99.13,0,0,,0,0,13.7,0,0,1007,25,9,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-19T03:00:00,24.9,24.9,24.8,99.56,0,0,,0,0,8.6,0.3,0,1007,25,8.1,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-19T04:00:00,24.9,24.9,23.9,94.19,0,0,,0,0,7.2,3.6,97.5,1006,25,9,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-19T05:00:00,24.9,24.9,23.9,94.19,0,0,,0,0,5,0.3,0,1006,25,9.9,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-19T06:00:00,25,25,23.9,93.78,0,0,,0,0,3.6,0.1,0,1006.9,25,9.9,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-19T07:00:00,24.9,24.9,23.9,94.19,0.2,100,rain,0,0,2.2,3.3,0,1006.9,25,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-19T08:00:00,25,25,23.9,93.78,0,0,,0,0,2.5,5.3,330.7,1007.9,25,9,10,0,0,10,Partially cloudy,partly-cloudy-day
2022-12-19T09:00:00,23.7,23.7,22.3,91.87,0.2,76.2,rain,0,0,4.3,3.2,337.4,1010,99.8,22.7,49,0.2,0,10,"Rain, Overcast",rain
2022-12-19T10:00:00,23.8,23.8,22.4,91.88,0.6,76.2,rain,0,0,4.7,3.6,291.2,1010,90.5,14.8,56,0.2,1,10,"Rain, Overcast",rain
2022-12-19T11:00:00,24.7,24.7,22.6,88.12,1.1,76.2,rain,0,0,9.7,7.6,261.6,1010,31.7,8.1,275,1,3,10,"Rain, Partially cloudy",rain
2022-12-19T12:00:00,26.3,26.3,23,82.09,0.4,76.2,rain,0,0,5.8,5.4,283.2,1009,63.8,24.1,740,2.7,7,10,"Rain, Partially cloudy",rain
2022-12-19T13:00:00,27.6,30.4,22.8,75.13,0,76.2,rain,0,0,19.1,13.3,39.7,1007,84.5,24.1,657,2.4,7,10,"Rain, Partially cloudy",rain
2022-12-19T14:00:00,27.9,30.9,22.8,73.83,0,76.2,rain,0,0,14.4,4.3,45.1,1005,100,24.1,294,1.1,3,10,"Rain, Overcast",rain
2022-12-19T15:00:00,26.5,26.5,23.4,83.11,0.2,66.7,rain,0,0,8.3,6.1,200.3,1005,99.7,12.6,110,0.4,1,30,"Rain, Overcast",rain
2022-12-19T16:00:00,26.5,26.5,23.5,83.62,0.9,66.7,rain,0,0,5.4,3.6,204,1004,90.6,5.5,231,0.8,2,30,"Rain, Overcast",rain
2022-12-19T17:00:00,26.5,26.5,23.3,82.61,1.4,66.7,rain,0,0,4,2.2,241.2,1004,100,7.2,320,1.2,3,30,"Rain, Overcast",rain
2022-12-19T18:00:00,26.2,26.2,23.5,85.11,1.1,66.7,rain,0,0,5.8,2.5,79.3,1005,88.5,9.5,180,0.6,2,30,"Rain, Partially cloudy",rain
2022-12-19T19:00:00,25.1,25.1,22.9,87.62,0.5,66.7,rain,0,0,4,4,80.6,1006,67.1,12.4,55,0.2,1,10,"Rain, Partially cloudy",rain
2022-12-19T20:00:00,24.4,24.4,22.6,89.71,0.1,66.7,rain,0,0,5.4,5.4,82.3,1006,77.6,24.1,0,,0,10,"Rain, Partially cloudy",rain
2022-12-19T21:00:00,24,24,22.4,90.78,0,23.8,,0,0,6.5,6.5,78,1007,88,24.1,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-19T22:00:00,23.7,23.7,22.1,90.76,0,23.8,,0,0,6.5,6.5,74.2,1008,88,24.1,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-19T23:00:00,23.4,23.4,21.9,91.3,0,23.8,,0,0,6.5,6.8,82,1008,84.7,24.1,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-20T00:00:00,26,26,23,83.56,0,0,,0,0,9,0.3,0,1007.9,25,10,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-20T01:00:00,25,25,22,83.08,0,0,,0,0,6.5,0.7,4,1007.9,25,10,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-20T02:00:00,25,25,22.9,87.9,0,0,,0,0,5.4,0.6,2,1006.9,25,10,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-20T03:00:00,25,25,22.9,88.28,0,0,,0,0,4.7,1.9,62.6,1006,25,10,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-20T04:00:00,25,25,23,88.68,0,0,,0,0,4,1.7,0,1005.9,25,7.2,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-20T05:00:00,24,24,22.9,93.73,0,0,,0,0,4.7,0.3,0,1005.9,25,9.1,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-20T06:00:00,24,24,22,88.6,0,0,,0,0,5.4,1.9,63.1,1006,25,10,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-20T07:00:00,24,24,22,88.6,0,0,,0,0,5.8,0.4,1,1006.9,25,10,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-20T08:00:00,24,24,22.9,93.32,0,0,,0,0,5,0.3,0,1007.9,25,10,26,0.1,0,10,Partially cloudy,partly-cloudy-day
2022-12-20T09:00:00,24.7,24.7,21.4,81.9,0,85.7,rain,0,0,5.4,4,91.4,1009,100,24.1,156,0.6,2,3,"Rain, Overcast",rain
2022-12-20T10:00:00,26.3,26.3,21.7,75.85,0,85.7,rain,0,0,4,3.2,110.8,1009,100,24.1,363,1.3,4,10,"Rain, Overcast",rain
2022-12-20T11:00:00,27.5,29.8,21.9,71.55,0,85.7,rain,0,0,4,2.9,170.3,1009,100,24.1,488,1.8,5,10,"Rain, Overcast",rain
2022-12-20T12:00:00,28.5,31.3,22.1,68.32,0.2,85.7,rain,0,0,4.3,1.4,258.4,1008,100,24.1,585,2.1,6,10,"Rain, Overcast",rain
2022-12-20T13:00:00,28.7,31.6,22.2,67.95,0.6,85.7,rain,0,0,5.8,5,281.6,1007,98.7,18.7,641,2.3,6,10,"Rain, Overcast",rain
2022-12-20T14:00:00,29.4,32.7,22.4,66.05,1,85.7,rain,0,0,5.4,4,313.3,1007,100,23.6,773,2.8,8,10,"Rain, Overcast",rain
2022-12-20T15:00:00,30,33.6,22.5,64.19,0.5,100,rain,0,0,4,1.8,281,1005,100,19,762,2.7,8,10,"Rain, Overcast",rain
2022-12-20T16:00:00,29.3,32.9,22.8,68.06,1.6,100,rain,0,0,4,2.2,332.4,1005,100,5,670,2.4,7,10,"Rain, Overcast",rain
2022-12-20T17:00:00,28.6,32.1,23.1,72.18,1.9,100,rain,0,0,3.6,3.2,302,1004,100,4.7,494,1.8,5,30,"Rain, Overcast",rain
2022-12-20T18:00:00,27.6,31.2,24.1,81.27,1.5,100,rain,0,0,4.3,2.9,297.8,1005,100,17.3,155,0.6,2,30,"Rain, Overcast",rain
2022-12-20T19:00:00,26.2,26.2,23.4,84.6,1.6,100,rain,0,0,5.8,5.4,298.7,1006,100,4,27,0.1,0,30,"Rain, Overcast",rain
2022-12-20T20:00:00,25.3,25.3,23.3,88.7,2.7,100,rain,0,0,8.6,5.4,325.1,1007,100,3.9,0,,0,10,"Rain, Overcast",rain
2022-12-20T21:00:00,25,25,23.1,89.21,2.8,90.5,rain,0,0,10.8,6.8,15.4,1007,100,4.9,0,,0,10,"Rain, Overcast",rain
2022-12-20T22:00:00,24.5,24.5,23.3,93.04,1.5,90.5,rain,0,0,11.2,6.5,53.8,1008,100,14.8,0,,0,10,"Rain, Overcast",rain
2022-12-20T23:00:00,24.3,24.3,23.2,93.59,0.7,90.5,rain,0,0,5.8,4.3,60.9,1008,100,10.5,0,,0,10,"Rain, Overcast",rain
2022-12-21T00:00:00,26,26,24.8,93.41,2.1,100,rain,0,0,12.6,0.3,0,1008.9,26.8,9.1,0,,0,10,"Rain, Partially cloudy",rain
2022-12-21T01:00:00,26,26,24,88.75,1.1,100,rain,0,0,12.2,3.3,0,1008.9,25,9.1,0,,0,10,"Rain, Partially cloudy",rain
2022-12-21T02:00:00,26,26,23.9,88.37,0.5,100,rain,0,0,14,0,0,1007.9,25,9.1,0,,0,10,"Rain, Partially cloudy",rain
2022-12-21T03:00:00,26,26,24,88.75,1.3,100,rain,0,0,15.5,3.6,62.1,1007,26.8,9.1,0,,0,10,"Rain, Partially cloudy",rain
2022-12-21T04:00:00,25.9,25.9,24,89.14,1.3,100,rain,0,0,15.8,7.4,318,1006.9,25,9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-21T05:00:00,25,25,24,94.19,1.1,100,rain,0,0,16.2,8.9,330,1006,25,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-21T06:00:00,25,25,24,94.19,1.6,100,rain,0,0,16.9,7,323,1006.9,25,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-21T07:00:00,25,25,23,89.07,2.3,100,rain,0,0,17.3,10.6,340,1007,25,9.7,0,,0,10,"Rain, Partially cloudy",rain
2022-12-21T08:00:00,25,25,23,89.07,1.6,0,rain,0,0,14.4,7.3,320,1008,25,9.6,5,0,0,10,Partially cloudy,partly-cloudy-day
2022-12-21T09:00:00,23.4,23.4,22.6,95.27,0.5,100,rain,0,0,13,7.9,37.1,1009,100,23.3,32,0.1,0,10,"Rain, Overcast",rain
